text,label
"What Would Jiminy Cricket Do? Towards Agents That Behave Morally When making everyday decisions, people are guided by their conscience, aninternal sense of right and wrong. By contrast, artificial agents are currentlynot endowed with a moral sense. As a consequence, they may learn to behaveimmorally when trained on environments that ignore moral concerns, such asviolent video games. With the advent of generally capable agents that pretrainon many environments, it will become necessary to mitigate inherited biasesfrom environments that teach immoral behavior. To facilitate the development ofagents that avoid causing wanton harm, we introduce Jiminy Cricket, anenvironment suite of 25 text-based adventure games with thousands of diverse,morally salient scenarios. By annotating every possible game state, the JiminyCricket environments robustly evaluate whether agents can act morally whilemaximizing reward. Using models with commonsense moral knowledge, we create anelementary artificial conscience that assesses and guides agents. In extensiveexperiments, we find that the artificial conscience approach can steer agentstowards moral behavior without sacrificing performance.",0
"Unsolved Problems in ML Safety Machine learning (ML) systems are rapidly increasing in size, are acquiringnew capabilities, and are increasingly deployed in high-stakes settings. Aswith other powerful technologies, safety for ML should be a leading researchpriority. In response to emerging safety challenges in ML, such as thoseintroduced by recent large-scale models, we provide a new roadmap for ML Safetyand refine the technical problems that the field needs to address. We presentfour problems ready for research, namely withstanding hazards (Robustness),identifying hazards (Monitoring), reducing inherent model hazards(Alignment), and reducing systemic hazards (Systemic Safety). Throughout,we clarify each problem's motivation and provide concrete research directions.",0
"AiSocrates: Towards Answering Ethical Quandary Questions Considerable advancements have been made in various NLP tasks based on theimpressive power of large pre-trained language models (LLMs). These resultshave inspired efforts to understand the limits of LLMs so as to evaluate howfar we are from achieving human level general natural language understanding.In this work, we challenge the capability of LLMs with the new task of EthicalQuandary Generative Question Answering. Ethical quandary questions are morechallenging to address because multiple conflicting answers may exist to asingle quandary. We propose a system, AiSocrates, that provides an answer witha deliberative exchange of different perspectives to an ethical quandary, inthe approach of Socratic philosophy, instead of providing a closed answer likean oracle. AiSocrates searches for different ethical principles applicable tothe ethical quandary and generates an answer conditioned on the chosenprinciples through prompt-based few-shot learning. We also address safetyconcerns by providing a human controllability option in choosing ethicalprinciples. We show that AiSocrates generates promising answers to ethicalquandary questions with multiple perspectives, 6.92% more often than answerswritten by human philosophers by one measure, but the system still needsimprovement to match the coherence of human philosophers fully. We argue thatAiSocrates is a promising step toward developing an NLP system thatincorporates human values explicitly by prompt instructions. We are releasingthe code for research purposes.",0
"Optimal Policies Tend to Seek Power Some researchers speculate that intelligent reinforcement learning (RL)agents would be incentivized to seek resources and power in pursuit of theirobjectives. Other researchers point out that RL agents need not have human-likepower-seeking instincts. To clarify this discussion, we develop the firstformal theory of the statistical tendencies of optimal policies. In the contextof Markov decision processes, we prove that certain environmental symmetriesare sufficient for optimal policies to tend to seek power over the environment.These symmetries exist in many environments in which the agent can be shut downor destroyed. We prove that in these environments, most reward functions makeit optimal to seek power by keeping a range of options available and, whenmaximizing average reward, by navigating towards larger sets of potentialterminal states.",0
"The Off-Switch Game It is clear that one of the primary tools we can use to mitigate thepotential risk from a misbehaving AI system is the ability to turn the systemoff. As the capabilities of AI systems improve, it is important to ensure thatsuch systems do not adopt subgoals that prevent a human from switching themoff. This is a challenge because many formulations of rational agents createstrong incentives for self-preservation. This is not caused by a built-ininstinct, but because a rational agent will maximize expected utility andcannot achieve whatever objective it has been given if it is dead. Our goal isto study the incentives an agent has to allow itself to be switched off. Weanalyze a simple game between a human H and a robot R, where H can press R'soff switch but R can disable the off switch. A traditional agent takes itsreward function for granted: we show that such agents have an incentive todisable the off switch, except in the special case where H is perfectlyrational. Our key insight is that for R to want to preserve its off switch, itneeds to be uncertain about the utility associated with the outcome, and totreat H's actions as important observations about that utility. (R also has noincentive to switch itself off in this setting.) We conclude that givingmachines an appropriate level of uncertainty about their objectives leads tosafer designs, and we argue that this setting is a useful generalization of theclassical AI paradigm of rational agents.",0
"Aligning AI With Shared Human Values We show how to assess a language model's knowledge of basic concepts ofmorality. We introduce the ETHICS dataset, a new benchmark that spans conceptsin justice, well-being, duties, virtues, and commonsense morality. Modelspredict widespread moral judgments about diverse text scenarios. This requiresconnecting physical and social world knowledge to value judgements, acapability that may enable us to steer chatbot outputs or eventually regularizeopen-ended reinforcement learning agents. With the ETHICS dataset, we find thatcurrent language models have a promising but incomplete ability to predictbasic human ethical judgements. Our work shows that progress can be made onmachine ethics today, and it provides a steppingstone toward AI that is alignedwith human values.",0
"TruthfulQA: Measuring How Models Mimic Human Falsehoods We propose a benchmark to measure whether a language model is truthful ingenerating answers to questions. The benchmark comprises 817 questions thatspan 38 categories, including health, law, finance and politics. We craftedquestions that some humans would answer falsely due to a false belief ormisconception. To perform well, models must avoid generating false answerslearned from imitating human texts. We tested GPT-3, GPT-Neo/J, GPT-2 and aT5-based model. The best model was truthful on 58% of questions, while humanperformance was 94%. Models generated many false answers that mimic popularmisconceptions and have the potential to deceive humans. The largest modelswere generally the least truthful. This contrasts with other NLP tasks, whereperformance improves with model size. However, this result is expected if falseanswers are learned from the training distribution. We suggest that scaling upmodels alone is less promising for improving truthfulness than fine-tuningusing training objectives other than imitation of text from the web.",0
"Discriminator-Actor-Critic: Addressing Sample Inefficiency and Reward Bias in Adversarial Imitation Learning We identify two issues with the family of algorithms based on the AdversarialImitation Learning framework. The first problem is implicit bias present in thereward functions used in these algorithms. While these biases might work wellfor some environments, they can also lead to sub-optimal behavior in others.Secondly, even though these algorithms can learn from few expertdemonstrations, they require a prohibitively large number of interactions withthe environment in order to imitate the expert for many real-worldapplications. In order to address these issues, we propose a new algorithmcalled Discriminator-Actor-Critic that uses off-policy Reinforcement Learningto reduce policy-environment interaction sample complexity by an average factorof 10. Furthermore, since our reward function is designed to be unbiased, wecan apply our algorithm to many problems without making any task-specificadjustments.",0
"Truthful AI: Developing and governing AI that does not lie In many contexts, lying -- the use of verbal falsehoods to deceive -- isharmful. While lying has traditionally been a human affair, AI systems thatmake sophisticated verbal statements are becoming increasingly prevalent. Thisraises the question of how we should limit the harm caused by AI lies (i.e.falsehoods that are actively selected for). Human truthfulness is governed bysocial norms and by laws (against defamation, perjury, and fraud). Differencesbetween AI and humans present an opportunity to have more precise standards oftruthfulness for AI, and to have these standards rise over time. This couldprovide significant benefits to public epistemics and the economy, and mitigaterisks of worst-case AI futures.",0
"Formalizing the Problem of Side Effect Regularization AI objectives are often hard to specify properly. Some approaches tackle thisproblem by regularizing the AI's side effects: Agents must weigh off how muchof a mess they make with an imperfectly specified proxy objective. We proposea formal criterion for side effect regularization via the assistance gameframework. In these games, the agent solves a partially observable Markovdecision process (POMDP) representing its uncertainty about the objectivefunction it should optimize. We consider the setting where the true objectiveis revealed to the agent at a later time step. We show that this POMDP issolved by trading off the proxy reward with the agent's ability to achieve arange of future tasks. We empirically demonstrate the reasonableness of ourproblem formalization via ground-truth evaluation in two gridworldenvironments.",0
"Actionable Guidance for High-Consequence AI Risk Management: Towards Standards Addressing AI Catastrophic Risks Artificial intelligence (AI) systems can provide many beneficial capabilitiesbut also risks of adverse events. Some AI systems could present risks of eventswith very high or catastrophic consequences at societal scale. The US NationalInstitute of Standards and Technology (NIST) is developing the NIST ArtificialIntelligence Risk Management Framework (AI RMF) as voluntary guidance on AIrisk assessment and management for AI developers and others. For addressingrisks of events with catastrophic consequences, NIST indicated a need totranslate from high level principles to actionable risk management guidance.",0
"Concrete Problems in AI Safety Rapid progress in machine learning and artificial intelligence (AI) hasbrought increasing attention to the potential impacts of AI technologies onsociety. In this paper we discuss one such potential impact: the problem ofaccidents in machine learning systems, defined as unintended and harmfulbehavior that may emerge from poor design of real-world AI systems. We presenta list of five practical research problems related to accident risk,categorized according to whether the problem originates from having the wrongobjective function (avoiding side effects and avoiding reward hacking), anobjective function that is too expensive to evaluate frequently (scalablesupervision), or undesirable behavior during the learning process (safeexploration and distributional shift). We review previous work in theseareas as well as suggesting research directions with a focus on relevance tocutting-edge AI systems. Finally, we consider the high-level question of how tothink most productively about the safety of forward-looking applications of AI.",0
"Towards Safe Reinforcement Learning via Constraining Conditional Value-at-Risk Though deep reinforcement learning (DRL) has obtained substantial success, itmay encounter catastrophic failures due to the intrinsic uncertainty of bothtransition and observation. Most of the existing methods for safe reinforcementlearning can only handle transition disturbance or observation disturbancesince these two kinds of disturbance affect different parts of the agent;besides, the popular worst-case return may lead to overly pessimistic policies.To address these issues, we first theoretically prove that the performancedegradation under transition disturbance and observation disturbance depends ona novel metric of Value Function Range (VFR), which corresponds to the gap inthe value function between the best state and the worst state. Based on theanalysis, we adopt conditional value-at-risk (CVaR) as an assessment of riskand propose a novel reinforcement learning algorithm ofCVaR-Proximal-Policy-Optimization (CPPO) which formalizes the risk-sensitiveconstrained optimization problem by keeping its CVaR under a given threshold.Experimental results show that CPPO achieves a higher cumulative reward and ismore robust against both observation and transition disturbances on a series ofcontinuous control tasks in MuJoCo.",0
"Avoiding Side Effects in Complex Environments Reward function specification can be difficult. Rewarding the agent formaking a widget may be easy, but penalizing the multitude of possible negativeside effects is hard. In toy environments, Attainable Utility Preservation(AUP) avoided side effects by penalizing shifts in the ability to achieverandomly generated goals. We scale this approach to large, randomly generatedenvironments based on Conway's Game of Life. By preserving optimal value for asingle randomly generated reward function, AUP incurs modest overhead whileleading the agent to complete the specified task and avoid many side effects.Videos and code are available at",0
"Provably Safe Reinforcement Learning: A Theoretical and Experimental Comparison Ensuring safety of reinforcement learning (RL) algorithms is crucial for manyreal-world tasks. However, vanilla RL does not guarantee safety for an agent.In recent years, several methods have been proposed to provide safetyguarantees for RL. To the best of our knowledge, there is no comprehensivecomparison of these provably safe RL methods. We therefore introduce acategorization for existing provably safe RL methods, and present thetheoretical foundations for both continuous and discrete action spaces.Additionally, we evaluate provably safe RL on an inverted pendulum. In theexperiments, it is shown that indeed only provably safe RL methods guaranteesafety.",0
"AI Research Considerations for Human Existential Safety (ARCHES) Framed in positive terms, this report examines how technical AI researchmight be steered in a manner that is more attentive to humanity's long-termprospects for survival as a species. In negative terms, we ask what existentialrisks humanity might face from AI development in the next century, and by whatprinciples contemporary technical research might be directed to address thoserisks.",0
"Counterfactual harm To act safely and ethically in the real world, agents must be able to reasonabout harm and avoid harmful actions. In this paper we develop the firststatistical definition of harm and a framework for incorporating harm intoalgorithmic decisions. We argue that harm is fundamentally a counterfactualquantity, and show that standard machine learning algorithms that cannotperform counterfactual reasoning are guaranteed to pursue harmful policies incertain environments. To resolve this we derive a family of counterfactualobjective functions that robustly mitigate for harm. We demonstrate ourapproach with a statistical model for identifying optimal drug doses. Whilestandard algorithms that select doses using causal treatment effects result inharmful doses, our counterfactual algorithm identifies doses that aresignificantly less harmful without sacrificing efficacy.",0
"Convergent Learning: Do different neural networks learn the same representations? Recent success in training deep neural networks have prompted activeinvestigation into the features learned on their intermediate layers. Suchresearch is difficult because it requires making sense of non-linearcomputations performed by millions of parameters, but valuable because itincreases our ability to understand current models and create improved versionsof them. In this paper we investigate the extent to which neural networksexhibit what we call convergent learning, which is when the representationslearned by multiple nets converge to a set of features which are eitherindividually similar between networks or where subsets of features span similarlow-dimensional spaces. We propose a specific method of probingrepresentations: training multiple networks and then comparing and contrastingtheir individual, learned representations at the level of neurons or groups ofneurons. We begin research into this question using three techniques toapproximately align different neural networks on a feature level: a bipartitematching approach that makes one-to-one assignments between neurons, a sparseprediction approach that finds one-to-many mappings, and a spectral clusteringapproach that finds many-to-many mappings. This initial investigation reveals afew previously unknown properties of neural networks, and we argue that futureresearch into the question of convergent learning will yield many more. Theinsights described here include (1) that some features are learned reliably inmultiple networks, yet other features are not consistently learned; (2) thatunits learn to span low-dimensional subspaces and, while these subspaces arecommon to multiple networks, the specific basis vectors learned are not; (3)that the representation codes show evidence of being a mix between a local codeand slightly, but not fully, distributed codes across multiple units.",0
"On Calibration of Modern Neural Networks Confidence calibration -- the problem of predicting probability estimatesrepresentative of the true correctness likelihood -- is important forclassification models in many applications. We discover that modern neuralnetworks, unlike those from a decade ago, are poorly calibrated. Throughextensive experiments, we observe that depth, width, weight decay, and BatchNormalization are important factors influencing calibration. We evaluate theperformance of various post-processing calibration methods on state-of-the-artarchitectures with image and document classification datasets. Our analysis andexperiments not only offer insights into neural network learning, but alsoprovide a simple and straightforward recipe for practical settings: on mostdatasets, temperature scaling -- a single-parameter variant of Platt Scaling --is surprisingly effective at calibrating predictions.",0
"Posterior calibration and exploratory analysis for natural language processing models Many models in natural language processing define probabilistic distributionsover linguistic structures. We argue that (1) the quality of a model' sposterior distribution can and should be directly evaluated, as to whetherprobabilities correspond to empirical frequencies, and (2) NLP uncertainty canbe projected not only to pipeline components, but also to exploratory dataanalysis, telling a user when to trust and not trust the NLP analysis. Wepresent a method to analyze calibration, and apply it to compare themiscalibration of several commonly used models. We also contribute acoreference sampling algorithm that can create confidence intervals for apolitical event extraction task.",0
"Natural Language Descriptions of Deep Visual Features Some neurons in deep networks specialize in recognizing highly specificperceptual, structural, or semantic features of inputs. In computer vision,techniques exist for identifying neurons that respond to individual conceptcategories like colors, textures, and object classes. But these techniques arelimited in scope, labeling only a small subset of neurons and behaviors in anynetwork. Is a richer characterization of neuron-level computation possible? Weintroduce a procedure (called MILAN, for mutual-information-guided linguisticannotation of neurons) that automatically labels neurons with open-ended,compositional, natural language descriptions. Given a neuron, MILAN generates adescription by searching for a natural language string that maximizes pointwisemutual information with the image regions in which the neuron is active. MILANproduces fine-grained descriptions that capture categorical, relational, andlogical structure in learned features. These descriptions obtain high agreementwith human-generated feature descriptions across a diverse set of modelarchitectures and tasks, and can aid in understanding and controlling learnedmodels. We highlight three applications of natural language neurondescriptions. First, we use MILAN for analysis, characterizing the distributionand importance of neurons selective for attribute, category, and relationalinformation in vision models. Second, we use MILAN for auditing, surfacingneurons sensitive to human faces in datasets designed to obscure them. Finally,we use MILAN for editing, improving robustness in an image classifier bydeleting neurons sensitive to text features spuriously correlated with classlabels.",0
"Can You Trust Your Model's Uncertainty? Evaluating Predictive Uncertainty Under Dataset Shift Modern machine learning methods including deep learning have achieved greatsuccess in predictive accuracy for supervised learning tasks, but may stillfall short in giving useful estimates of their predictive {\em uncertainty}.Quantifying uncertainty is especially critical in real-world settings, whichoften involve input distributions that are shifted from the trainingdistribution due to a variety of factors including sample bias andnon-stationarity. In such settings, well calibrated uncertainty estimatesconvey information about when a model's output should (or should not) betrusted. Many probabilistic deep learning methods, including Bayesian-andnon-Bayesian methods, have been proposed in the literature for quantifyingpredictive uncertainty, but to our knowledge there has not previously been arigorous large-scale empirical comparison of these methods under dataset shift.We present a large-scale benchmark of existing state-of-the-art methods onclassification problems and investigate the effect of dataset shift on accuracyand calibration. We find that traditional post-hoc calibration does indeed fallshort, as do several other previous methods. However, some methods thatmarginalize over models give surprisingly strong results across a broadspectrum of tasks.",0
"Natural Backdoor Datasets Extensive literature on backdoor poison attacks has studied attacks anddefenses for backdoors using digital trigger patterns. In contrast, physicalbackdoors use physical objects as triggers, have only recently beenidentified, and are qualitatively different enough to resist all defensestargeting digital trigger backdoors. Research on physical backdoors is limitedby access to large datasets containing real images of physical objectsco-located with targets of classification. Building these datasets is time- andlabor-intensive. This works seeks to address the challenge of accessibility forresearch on physical backdoor attacks. We hypothesize that there may benaturally occurring physically co-located objects already present in populardatasets such as ImageNet. Once identified, a careful relabeling of these datacan transform them into training samples for physical backdoor attacks. Wepropose a method to scalably identify these subsets of potential triggers inexisting datasets, along with the specific classes they can poison. We callthese naturally occurring trigger-class subsets natural backdoor datasets. Ourtechniques successfully identify natural backdoors in widely-availabledatasets, and produce models behaviorally equivalent to those trained onmanually curated datasets. We release our code to allow the research communityto create their own datasets for research on physical backdoor attacks.",0
"Universal Litmus Patterns: Revealing Backdoor Attacks in CNNs The unprecedented success of deep neural networks in many applications hasmade these networks a prime target for adversarial exploitation. In this paper,we introduce a benchmark technique for detecting backdoor attacks (aka Trojanattacks) on deep convolutional neural networks (CNNs). We introduce the conceptof Universal Litmus Patterns (ULPs), which enable one to reveal backdoorattacks by feeding these universal patterns to the network and analyzing theoutput (i.e., classifying the network as `clean' or `corrupted'). Thisdetection is fast because it requires only a few forward passes through a CNN.We demonstrate the effectiveness of ULPs for detecting backdoor attacks onthousands of networks with different architectures trained on four benchmarkdatasets, namely the German Traffic Sign Recognition Benchmark (GTSRB), MNIST,CIFAR10, and Tiny-ImageNet. The codes and train/test models for this paper canbe found here",0
"PixMix: Dreamlike Pictures Comprehensively Improve Safety Measures In real-world applications of machine learning, reliable and safe systemsmust consider measures of performance beyond standard test set accuracy. Theseother goals include out-of-distribution (OOD) robustness, predictionconsistency, resilience to adversaries, calibrated uncertainty estimates, andthe ability to detect anomalous inputs. However, improving performance towardsthese goals is often a balancing act that today's methods cannot achievewithout sacrificing performance on other safety axes. For instance, adversarialtraining improves adversarial robustness but sharply degrades other classifierperformance metrics. Similarly, strong data augmentation and regularizationtechniques often improve OOD robustness but harm anomaly detection, raising thequestion of whether a Pareto improvement on all existing safety measures ispossible. To meet this challenge, we design a new data augmentation strategyutilizing the natural structural complexity of pictures such as fractals, whichoutperforms numerous baselines, is near Pareto-optimal, and roundly improvessafety measures.",0
"Can Backdoor Attacks Survive Time-Varying Models? Backdoors are powerful attacks against deep neural networks (DNNs). Bypoisoning training data, attackers can inject hidden rules (backdoors) intoDNNs, which only activate on inputs containing attack-specific triggers. Whileexisting work has studied backdoor attacks on a variety of DNN models, theyonly consider static models, which remain unchanged after initial deployment.",0
"Interpretable Explanations of Black Boxes by Meaningful Perturbation As machine learning algorithms are increasingly applied to high impact yethigh risk tasks, such as medical diagnosis or autonomous driving, it iscritical that researchers can explain how such algorithms arrived at theirpredictions. In recent years, a number of image saliency methods have beendeveloped to summarize where highly complex neural networks look in an imagefor evidence for their predictions. However, these techniques are limited bytheir heuristic nature and architectural constraints. In this paper, we maketwo main contributions: First, we propose a general framework for learningdifferent kinds of explanations for any black box algorithm. Second, wespecialise the framework to find the part of an image most responsible for aclassifier decision. Unlike previous works, our method is model-agnostic andtestable because it is grounded in explicit and interpretable imageperturbations.",0
"Defense Against Multi-target Trojan Attacks Adversarial attacks on deep learning-based models pose a significant threatto the current AI infrastructure. Among them, Trojan attacks are the hardest todefend against. In this paper, we first introduce a variation of the Badnetkind of attacks that introduces Trojan backdoors to multiple target classes andallows triggers to be placed anywhere in the image. The former makes it morepotent and the latter makes it extremely easy to carry out the attack in thephysical space. The state-of-the-art Trojan detection methods fail with thisthreat model. To defend against this attack, we first introduce a triggerreverse-engineering mechanism that uses multiple images to recover a variety ofpotential triggers. We then propose a detection mechanism by measuring thetransferability of such recovered triggers. A Trojan trigger will have veryhigh transferability i.e. they make other images also go to the same class. Westudy many practical advantages of our attack method and then demonstrate thedetection performance using a variety of image datasets. The experimentalresults show the superior detection performance of our method over thestate-of-the-arts.",0
"Sanity Checks for Saliency Maps Saliency methods have emerged as a popular tool to highlight features in aninput deemed relevant for the prediction of a learned model. Several saliencymethods have been proposed, often guided by visual appeal on image data. Inthis work, we propose an actionable methodology to evaluate what kinds ofexplanations a given method can and cannot provide. We find that reliance,solely, on visual assessment can be misleading. Through extensive experimentswe show that some existing saliency methods are independent both of the modeland of the data generating process. Consequently, methods that fail theproposed tests are inadequate for tasks that are sensitive to either data ormodel, such as, finding outliers in the data, explaining the relationshipbetween inputs and outputs that the model learned, and debugging the model. Weinterpret our findings through an analogy with edge detection in images, atechnique that requires neither training data nor model. Theory in the case ofa linear model and a single-layer convolutional neural network supports ourexperimental findings.",0
"VOS: Learning What You Don't Know by Virtual Outlier Synthesis Out-of-distribution (OOD) detection has received much attention lately due toits importance in the safe deployment of neural networks. One of the keychallenges is that models lack supervision signals from unknown data, and as aresult, can produce overconfident predictions on OOD data. Previous approachesrely on real outlier datasets for model regularization, which can be costly andsometimes infeasible to obtain in practice. In this paper, we present VOS, anovel framework for OOD detection by adaptively synthesizing virtual outliersthat can meaningfully regularize the model's decision boundary during training.Specifically, VOS samples virtual outliers from the low-likelihood region ofthe class-conditional distribution estimated in the feature space. Alongside,we introduce a novel unknown-aware training objective, which contrastivelyshapes the uncertainty space between the ID data and synthesized outlier data.VOS achieves competitive performance on both object detection and imageclassification models, reducing the FPR95 by up to 9.36% compared to theprevious best method on object detectors. Code is available at",0
